position	value	codepoint	char
555	53023	U+3DB1	㶱
556	88848	U+2CE27	𬸧
557	22217	U+29F30	𩼰
558	110271	U+1D943	𝥃
559	61793	U+20C5C	𠱜
560	24576	U+FD8E	ﶎ
561	123737	U+288CC	𨣌
562	56412	U+4C3F	䰿
563	46752	U+1D335	𝌵
564	119794	U+25692	𥚒
565	136971	U+2DF57	𭽗
566	116223	U+231A1	𣆡
567	96510	U+11196	𑆖
568	74381	U+26185	𦆅
569	48931	U+1D5D7	𝗗
570	37006	U+D763	흣
571	115798	U+22D2F	𢴯
572	27412	U+AFFF	꿿
573	128135	U+2B16C	𫅬
574	6745	U+901B	逛
575	60508	U+204E4	𠓤
576	9910	U+7B5B	筛
577	90056	U+2E7AD	𮞭
578	92348	U+A916	ꤖ
579	99874	U+13280	𓊀
580	35156	U+CFCA	쿊
581	100907	U+1610C	𖄌
582	29124	U+B6FB	뛻
583	111943	U+203AA	𠎪
584	7768	U+5D24	崤
585	99022	U+124D3	𒓓
586	107423	U+18514	𘔔
587	32357	U+C43D	쐽
588	92846	U+1965	ᥥ
589	73687	U+25CED	𥳭
590	26288	U+3153	ㅓ
591	37964	U+0CF2	ೲ
592	70002	U+245AF	𤖯
593	127644	U+2AF17	𪼗
594	145103	U+31673	𱙳
595	74651	U+26314	𦌔
596	80289	U+28387	𨎇
597	49870	U+1FAB1	🪱
598	47220	U+1F0F2	🃲
599	124279	U+28E72	𨹲
600	75717	U+26965	𦥥
601	28550	U+B4AF	뒯
602	63480	U+21918	𡤘
603	98550	U+12289	𒊉
604	18922	U+6432	搲
605	117162	U+23A58	𣩘
606	51885	U+38BC	㢼
607	85408	U+2A0D5	𪃕
608	29356	U+B7EE	럮
609	131380	U+2C2A1	𬊡
610	90555	U+304EC	𰓬
611	7236	U+7785	瞅
612	20767	U+20E75	𠹵
613	81102	U+28816	𨠖
614	116393	U+232FA	𣋺
615	79960	U+2819C	𨆜
616	90354	U+2ED3C	𮴼
617	141121	U+3025D	𰉝
618	67519	U+23392	𣎒
619	107091	U+183C8	𘏈
620	9503	U+6CA6	沦
621	32608	U+C539	씹
622	104698	U+17A6F	𗩯
623	122713	U+27A8E	𧪎
624	126223	U+2A8D3	𪣓
625	92995	U+1A3B	ᨻ
626	108379	U+188D8	𘣘
627	10234	U+8367	荧
628	97761	U+11D63	𑵣
629	6714	U+8DCE	跎
630	63269	U+21760	𡝠
631	1593	U+4ED5	仕
632	40661	U+A3A2	ꎢ
633	37651	U+05EF	ׯ
