position	value	codepoint	char
552	44267	U+2AA52	𪩒
553	70764	U+207B4	𠞴
554	111679	U+17875	𗡵
555	105895	U+176CD	𗛍
556	106466	U+2F9A7	䔫
557	46285	U+2C452	𬑒
558	9282	U+24C1F	𤰟
559	89259	U+A1CB	ꇋ
560	116614	U+2777D	𧝽
561	96851	U+144D0	𔓐
562	117284	U+FCBF	ﲿ
563	48473	U+102E3	𐋣
564	33403	U+1703E	𗀾
565	7032	U+1E86F	𞡯
566	1459	U+FE45	﹅
567	29741	U+2AD6D	𪵭
568	132852	U+173C8	𗏈
569	78863	U+226A3	𢚣
570	96653	U+25368	𥍨
571	20097	U+21952	𡥒
572	110275	U+2122B	𡈫
573	146216	U+3D89	㶉
574	23051	U+20C4E	𠱎
575	1978	U+1F809	🠉
576	92472	U+44BD	䒽
577	52600	U+23D87	𣶇
578	2156	U+FE44	﹄
579	49128	U+26CF0	𦳰
580	3271	U+3129	ㄩ
581	461	U+259C	▜
582	117491	U+2906A	𩁪
583	22069	U+1E871	𞡱
584	120898	U+2DA0C	𭨌
585	46639	U+2B42F	𫐯
586	16629	U+15A0	ᖠ
587	21686	U+20295	𠊕
588	47544	U+20059	𠁙
589	41547	U+830D	茍
590	116557	U+209C0	𠧀
591	33627	U+519C	农
592	52152	U+3041A	𰐚
593	120074	U+A285	ꊅ
594	59204	U+2DAA5	𭪥
595	86120	U+2EA7F	𮩿
596	134981	U+A01F	ꀟ
597	126671	U+25892	𥢒
598	119154	U+31C12	𱰒
599	134565	U+27113	𧄓
600	127997	U+29962	𩥢
601	45305	U+24978	𤥸
602	37733	U+834B	荋
603	116562	U+2281A	𢠚
604	112985	U+3E70	㹰
605	91784	U+1754D	𗕍
606	119513	U+2EAC7	𮫇
607	99860	U+65A2	斢
608	123427	U+3F2B	㼫
609	79260	U+309E4	𰧤
610	91391	U+267F3	𦟳
611	64628	U+1067A	𐙺
612	125118	U+28B94	𨮔
613	9575	U+B9DB	맛
614	98696	U+A885	ꢅ
615	55881	U+36A8	㚨
616	69772	U+CE67	칧
617	30796	U+2DF3F	𭼿
618	147169	U+10434	𐐴
619	33412	U+189EA	𘧪
620	147044	U+1444B	𔑋
621	34124	U+1C09	ᰉ
622	83141	U+231F7	𣇷
623	58533	U+24B01	𤬁
624	101342	U+22D38	𢴸
625	106582	U+184D3	𘓓
626	10842	U+2DB5C	𭭜
627	91058	U+6940	楀
628	37032	U+224E8	𢓨
629	145061	U+281F0	𨇰
630	140868	U+4C26	䰦
631	129060	U+23832	𣠲
632	66462	U+B616	똖
633	112443	U+23FD6	𣿖
634	71997	U+2CFC5	𬿅
635	37686	U+6735	朵
636	130208	U+2EA8B	𮪋
637	22452	U+2546E	𥑮
638	130679	U+29CEC	𩳬
639	36568	U+238C6	𣣆
640	63360	U+6352	捒
641	137557	U+20AC8	𠫈
642	106316	U+2CD21	𬴡
643	41071	U+3068E	𰚎
644	55381	U+28C46	𨱆
645	36110	U+6541	敁
646	121609	U+3200F	𲀏
647	33703	U+83F2	菲
648	106035	U+22CF2	𢳲
649	110457	U+2C7F1	𬟱
650	131514	U+490C	䤌
651	71547	U+22391	𢎑
652	39620	U+22EF8	𢻸
