position	value	codepoint	char
856	73105	U+2594B	𥥋
857	115418	U+22A15	𢨕
858	48863	U+1D593	𝖓
859	89974	U+2E5E8	𮗨
860	108741	U+18A42	𘩂
861	22972	U+1D8A	ᶊ
862	88909	U+2CEC0	𬻀
863	121335	U+267C7	𦟇
864	57149	U+5813	堓
865	141040	U+301FE	𰇾
866	44326	U+2B23	⬣
867	124013	U+28B69	𨭩
868	138799	U+2E813	𮠓
869	13452	U+5F24	弤
870	79127	U+27CAC	𧲬
871	105353	U+17CFE	𗳾
872	64131	U+21D59	𡵙
873	40073	U+A156	ꅖ
874	98074	U+120AD	𒂭
875	86978	U+2B2BB	𫊻
876	8848	U+56B9	嚹
877	64696	U+220CB	𢃋
878	101095	U+168A0	𖢠
879	48165	U+1FB1C	🬜
880	60632	U+205A6	𠖦
881	140469	U+2F9BB	蝹
882	782	U+30A7	ェ
883	59193	U+9423	鐣
884	97795	U+11D87	𑶇
885	121500	U+269E3	𦧣
