position	value	codepoint	char
787	74777	U+263BC	𦎼
788	33299	U+C848	졈
789	3405	U+6094	悔
790	105884	U+17F11	𗼑
791	107491	U+18558	𘕘
792	143981	U+31040	𱁀
793	18769	U+5B15	嬕
794	92804	U+1917	ᤗ
795	120935	U+26288	𦊈
796	138302	U+2E5B3	𮖳
797	102184	U+1709D	𗂝
798	130868	U+2C01E	𬀞
799	51504	U+371E	㜞
800	129661	U+2BA9C	𫪜
801	20310	U+9B39	鬹
802	119089	U+24E6F	𤹯
803	28993	U+B678	뙸
804	118084	U+242E0	𤋠
805	14320	U+6E71	湱
806	42928	U+23FE	⏾
807	86521	U+2A693	𪚓
808	70780	U+24AE4	𤫤
809	76433	U+26DAF	𦶯
810	98367	U+121D2	𒇒
811	59240	U+963E	阾
812	11215	U+997E	饾
813	130705	U+2BF6B	𫽫
814	132796	U+2CA1F	𬨟
815	77184	U+2724C	𧉌
816	123005	U+27F00	𧼀
817	17776	U+8159	腙
818	115221	U+2280E	𢠎
819	114512	U+21EFB	𡻻
820	93844	U+10013	𐀓
821	130290	U+2BD7C	𫵼
822	15645	U+84CE	蓎
823	137062	U+2DFC1	𭿁
824	43792	U+2906	⤆
825	2959	U+0113	ē
826	15875	U+874F	蝏
827	54567	U+445E	䑞
828	134408	U+2D34D	𭍍
829	26531	U+AC67	걧
830	116318	U+2325F	𣉟
831	53643	U+4077	䁷
832	7266	U+7C37	簷
833	127947	U+2B07A	𫁺
834	76269	U+26C86	𦲆
835	88791	U+2CDB1	𬶱
836	49457	U+1F928	🤨
837	39119	U+0799	ޙ
838	34586	U+CD72	쵲
839	9994	U+7E26	縦
840	92258	U+A81B	ꠛ
841	75095	U+2658E	𦖎
842	102093	U+17042	𗁂
843	2409	U+737A	獺
844	28272	U+B38C	뎌
845	32356	U+C43C	쐼
846	47333	U+1F16D	🅭
847	95252	U+10903	𐤃
848	52855	U+3CF1	㳱
849	59294	U+97D1	韑
850	126861	U+2AB9D	𪮝
851	5465	U+5147	兇
852	49522	U+1F47F	👿
853	91005	U+30E83	𰺃
854	37119	U+D7E8	ퟨ
855	85455	U+2A129	𪄩
856	123581	U+28681	𨚁
857	92993	U+1A39	ᨹ
858	95967	U+10D38	𐴸
859	103924	U+17769	𗝩
860	52694	U+3C44	㱄
861	35291	U+D054	큔
862	262	U+884C	行
863	58981	U+8CCB	賋
864	92913	U+19B9	ᦹ
865	104957	U+17B72	𗭲
866	44617	U+2E4C	⹌
867	7245	U+78E7	磧
868	124954	U+299F6	𩧶
869	82205	U+28FA7	𨾧
870	95803	U+10C3D	𐰽
871	112436	U+20948	𠥈
872	27505	U+B060	끠
873	51108	U+353D	㔽
874	99177	U+12FBA	𒾺
875	17812	U+87B1	螱
876	18795	U+5CBC	岼
877	16142	U+8AB8	誸
878	96411	U+1110D	𑄍
879	48640	U+1D49E	𝒞
880	96934	U+114A4	𑒤
881	100236	U+133EA	𓏪
882	61827	U+20CA5	𠲥
883	122561	U+277FE	𧟾
884	35353	U+D095	킕
885	138019	U+2E456	𮑖
886	112023	U+2045D	𠑝
887	36394	U+D4D3	퓓
888	122334	U+2748B	𧒋
889	28573	U+B4C6	듆
890	68842	U+23C5A	𣱚
891	142805	U+309CD	𰧍
892	145561	U+3185B	𱡛
893	16869	U+9693	隓
894	115175	U+227B2	𢞲
895	50830	U+3411	㐑
896	141847	U+3058D	𰖍
