position	value	codepoint	char
761	22807	U+0292	ʒ
762	78261	U+2784B	𧡋
763	73644	U+25CAF	𥲯
764	114009	U+219AC	𡦬
765	93160	U+1B8C	ᮌ
766	121188	U+265EC	𦗬
767	135506	U+2D876	𭡶
768	108661	U+189F2	𘧲
769	135503	U+2D873	𭡳
770	109723	U+1B2A8	𛊨
771	109975	U+1D81B	𝠛
772	61215	U+20912	𠤒
773	79603	U+27F80	𧾀
774	124920	U+29969	𩥩
775	63823	U+21B59	𡭙
776	565	U+300E	『
777	47271	U+1F12F	🄯
778	60388	U+203E9	𠏩
779	33236	U+C7FF	쟿
780	879	U+092C	ब
781	97081	U+1162F	𑘯
782	40282	U+A227	ꈧ
783	21725	U+267B3	𦞳
784	94128	U+1030D	𐌍
785	123028	U+27F40	𧽀
786	62920	U+2151D	𡔝
787	111545	U+20036	𠀶
788	16649	U+92A1	銡
789	75859	U+26A1B	𦨛
790	52942	U+3D52	㵒
791	53745	U+40E7	䃧
792	146147	U+31AC0	𱫀
793	9384	U+683B	栻
794	120558	U+25E8E	𥺎
795	134624	U+2D450	𭑐
796	69151	U+23EAE	𣺮
797	51092	U+352D	㔭
798	65434	U+224D7	𢓗
799	25752	U+30A9	ォ
800	64830	U+22179	𢅹
801	84311	U+29A7C	𩩼
802	133701	U+2CFEB	𬿫
803	14496	U+7100	焀
804	133198	U+2CC72	𬱲
805	81316	U+2894D	𨥍
806	95620	U+10B19	𐬙
807	117417	U+23D4C	𣵌
808	35390	U+D0BE	킾
809	38216	U+102A	ဪ
810	123340	U+2835A	𨍚
811	29620	U+B90C	뤌
812	5607	U+64A9	撩
813	139509	U+2EB98	𮮘
814	66398	U+22B3B	𢬻
815	38592	U+2D14	ⴔ
816	61502	U+20AA6	𠪦
817	83044	U+293E8	𩏨
818	131767	U+2C46E	𬑮
819	57256	U+5B12	嬒
820	46922	U+1ECA4	𞲤
821	65145	U+2235E	𢍞
822	7822	U+63B0	掰
823	142687	U+3093F	𰤿
824	96052	U+10E93	𐺓
825	75636	U+268F2	𦣲
826	7937	U+6BF3	毳
827	101440	U+169F9	𖧹
828	67204	U+23114	𣄔
829	13265	U+5C0C	尌
830	132315	U+2C71B	𬜛
831	100978	U+1682B	𖠫
832	3633	U+6893	梓
833	63973	U+21C53	𡱓
834	112291	U+20770	𠝰
835	44395	U+2B6A	⭪
836	98885	U+1243E	𒐾
837	19559	U+7F49	罉
838	91449	U+3127D	𱉽
839	79153	U+27CCD	𧳍
840	120285	U+25B7D	𥭽
841	111704	U+2018B	𠆋
842	51046	U+34FE	㓾
843	75361	U+26732	𦜲
844	14136	U+6B2D	欭
845	16178	U+8B24	謤
846	23666	U+10781	𐞁
847	121782	U+26D5C	𦵜
848	100584	U+14510	𔔐
849	29647	U+B927	뤧
850	63430	U+218B8	𡢸
851	76889	U+27093	𧂓
852	24761	U+FEE1	ﻡ
853	45502	U+1CC56	𜱖
854	92716	U+1706	ᜆ
855	42727	U+2325	⌥
856	135947	U+2DA8A	𭪊
857	46496	U+1D120	𝄠
858	122140	U+271E8	𧇨
859	51962	U+390F	㤏
860	26347	U+318E	ㆎ
861	17645	U+68BD	梽
862	74287	U+260D2	𦃒
863	103647	U+17654	𗙔
864	46456	U+1D0EE	𝃮
865	126635	U+2AA9A	𪪚
866	22308	U+2B696	𫚖
867	77779	U+275A7	𧖧
868	62477	U+211E9	𡇩
869	41102	U+A597	ꖗ
870	122058	U+270C7	𧃇
871	56218	U+4B69	䭩
872	13752	U+648B	撋
873	99710	U+131DC	𓇜
